txn_id,customer_id,matter_id,matter_type,txn_date,txn_type,amount_aud,description,unrelated_third_party,counterparty_country
TXN-100356,CUST-10057,MTR-10057-6,Business Sale & Purchase,2026-03-27,Deposit,9079.03,Trust receipt - client funds,False,United Kingdom
TXN-100729,CUST-10120,MTR-10120-7,Nominee Shareholder Arrangement,2026-03-27,Withdrawal,4892.11,Trust disbursement - settlement,False,Singapore
TXN-101817,CUST-10304,MTR-10304-6,Trust Establishment,2026-03-27,Withdrawal,1023.81,Trust disbursement - settlement,False,Japan
TXN-100357,CUST-10057,MTR-10057-6,Business Sale & Purchase,2026-03-28,Deposit,9174.38,Trust receipt - client funds,False,United Kingdom
TXN-100654,CUST-10108,MTR-10108-4,Trust Establishment,2026-03-28,Deposit,11573.23,Trust receipt - client funds,False,Germany
TXN-101607,CUST-10269,MTR-10269-1,Residential Conveyancing,2026-03-28,Deposit,45578.68,Trust receipt - client funds,False,Australia
TXN-101657,CUST-10278,MTR-10278-8,Commercial Conveyancing,2026-03-29,Withdrawal,1233798.07,Trust disbursement - settlement,False,Singapore
TXN-101186,CUST-10194,MTR-10194-5,Debt Financing Transaction,2026-03-29,Withdrawal,224480.71,Trust disbursement - settlement,False,United States
TXN-100993,CUST-10162,MTR-10162-2,Estate Administration,2026-03-29,Withdrawal,77339.23,Trust disbursement - settlement,False,Singapore
TXN-102008,CUST-10338,MTR-10338-7,Nominee Shareholder Arrangement,2026-03-30,Withdrawal,559.09,Trust disbursement - settlement,False,Japan
TXN-100488,CUST-10081,MTR-10081-6,Nominee Director Arrangement,2026-03-30,Deposit,5580.5,Trust receipt - client funds,False,United Kingdom
TXN-101274,CUST-10211,MTR-10211-9,Trust Establishment,2026-03-31,Deposit,1681.03,Trust receipt - client funds,False,United Kingdom
TXN-100421,CUST-10070,MTR-10070-9,Trust Establishment,2026-03-31,Deposit,4733.12,Trust receipt - client funds,False,Germany
TXN-100888,CUST-10145,MTR-10145-3,Debt Financing Transaction,2026-03-31,Deposit,50973.93,Trust receipt - client funds,False,Japan
TXN-101038,CUST-10168,MTR-10168-8,Commercial Conveyancing,2026-03-31,Withdrawal,450904.31,Trust disbursement - settlement,False,Canada
TXN-100587,CUST-10094,MTR-10094-1,Nominee Shareholder Arrangement,2026-04-01,Deposit,3345.59,Trust receipt - client funds,False,United Kingdom
TXN-101142,CUST-10187,MTR-10187-2,Nominee Shareholder Arrangement,2026-04-01,Deposit,2499.9,Trust receipt - client funds,False,Japan
TXN-100022,CUST-10003,MTR-10003-8,Business Sale & Purchase,2026-04-01,Withdrawal,210232.38,Trust disbursement - settlement,False,Singapore
TXN-100154,CUST-10025,MTR-10025-5,Business Sale & Purchase,2026-04-01,Withdrawal,40210.06,Trust disbursement - settlement,False,United States
TXN-100490,CUST-10081,MTR-10081-6,Nominee Director Arrangement,2026-04-01,Deposit,5652.18,Trust receipt - client funds,False,United Kingdom
TXN-101742,CUST-10292,MTR-10292-4,Company Formation,2026-04-01,Deposit,11013.67,Trust receipt - client funds,False,Germany
TXN-101406,CUST-10231,MTR-10231-8,Company Formation,2026-04-01,Deposit,1548.99,Trust receipt - client funds,False,Singapore
TXN-101756,CUST-10295,MTR-10295-6,Nominee Director Arrangement,2026-04-01,Deposit,667.95,Trust receipt - client funds,False,United States
TXN-100298,CUST-10048,MTR-10048-5,Debt Financing Transaction,2026-04-01,Deposit,164043.92,Trust receipt - client funds,False,United States
TXN-100358,CUST-10057,MTR-10057-6,Business Sale & Purchase,2026-04-02,Deposit,9224.44,Trust receipt - client funds,False,United Kingdom
TXN-100510,CUST-10083,MTR-10083-8,Business Sale & Purchase,2026-04-02,Deposit,301014.87,Trust receipt - client funds,False,Cambodia
TXN-100388,CUST-10062,MTR-10062-9,Company Formation,2026-04-02,Deposit,2723.45,Trust receipt - client funds,False,Canada
TXN-101476,CUST-10244,MTR-10244-3,Nominee Director Arrangement,2026-04-02,Deposit,836.59,Trust receipt - client funds,False,United States
TXN-100835,CUST-10137,MTR-10137-8,Estate Administration,2026-04-03,Deposit,121215.33,Trust receipt - client funds,False,Panama
TXN-101566,CUST-10262,MTR-10262-2,Company Formation,2026-04-03,Deposit,4750.93,Trust receipt - client funds,False,Australia
TXN-100120,CUST-10020,MTR-10020-9,Commercial Conveyancing,2026-04-03,Withdrawal,2528518.27,Trust disbursement - settlement,False,New Zealand
TXN-102300,CUST-10388,MTR-10388-2,Trust Establishment,2026-04-03,Withdrawal,1208.17,Trust disbursement - settlement,False,United States
TXN-101511,CUST-10251,MTR-10251-3,Company Formation,2026-04-03,Deposit,3922.57,Trust receipt - client funds,False,Singapore
TXN-101826,CUST-10305,MTR-10305-3,Company Formation,2026-04-03,Withdrawal,4157.69,Trust disbursement - settlement,False,United Kingdom
TXN-101602,CUST-10269,MTR-10269-1,Residential Conveyancing,2026-04-03,Deposit,29479.69,Trust receipt - client funds,False,Australia
TXN-101324,CUST-10218,MTR-10218-8,Trust Establishment,2026-04-04,Withdrawal,8010.88,Trust disbursement - settlement,False,Cyprus
TXN-100720,CUST-10118,MTR-10118-8,Residential Conveyancing,2026-04-04,Deposit,124989.85,Trust receipt - client funds,False,Canada
TXN-101011,CUST-10164,MTR-10164-6,Business Sale & Purchase,2026-04-04,Deposit,33248.53,Trust receipt - client funds,False,Singapore
TXN-101232,CUST-10203,MTR-10203-7,Estate Administration,2026-04-05,Withdrawal,47303.37,Trust disbursement - settlement,False,Japan
TXN-100825,CUST-10136,MTR-10136-3,Commercial Conveyancing,2026-04-05,Deposit,1214451.74,Trust receipt - client funds,False,Singapore
TXN-102065,CUST-10349,MTR-10349-9,Trust Establishment,2026-04-05,Withdrawal,4362.69,Trust disbursement - settlement,False,Myanmar
TXN-101413,CUST-10232,MTR-10232-1,Company Formation,2026-04-05,Deposit,14031.16,Trust receipt - client funds,False,Cambodia
TXN-101214,CUST-10199,MTR-10199-4,Estate Administration,2026-04-05,Deposit,71073.14,Trust receipt - client funds,False,Canada
TXN-102345,CUST-10395,MTR-10395-2,Nominee Shareholder Arrangement,2026-04-05,Withdrawal,1263.8,Trust disbursement - settlement,False,United Kingdom
TXN-101724,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-04-05,Withdrawal,1187.16,Trust disbursement - settlement,False,Japan
TXN-102270,CUST-10383,MTR-10383-6,Nominee Director Arrangement,2026-04-06,Withdrawal,3329.9,Trust disbursement - settlement,False,Canada
TXN-100971,CUST-10159,MTR-10159-3,Residential Conveyancing,2026-04-06,Deposit,97614.64,Trust receipt - client funds,False,New Zealand
TXN-101974,CUST-10334,MTR-10334-2,Company Formation,2026-04-06,Withdrawal,617.46,Trust disbursement - settlement,False,Germany
TXN-102233,CUST-10375,MTR-10375-8,Residential Conveyancing,2026-04-06,Withdrawal,413058.8,Trust disbursement - settlement,False,United States
TXN-100500,CUST-10082,MTR-10082-7,Estate Administration,2026-04-06,Deposit,5486.31,Trust receipt - client funds,False,Singapore
TXN-100177,CUST-10028,MTR-10028-8,Nominee Shareholder Arrangement,2026-04-06,Withdrawal,4782.86,Trust disbursement - settlement,False,United States
TXN-100585,CUST-10094,MTR-10094-1,Nominee Shareholder Arrangement,2026-04-07,Withdrawal,692.19,Trust disbursement - settlement,False,United Kingdom
TXN-102310,CUST-10390,MTR-10390-5,Business Sale & Purchase,2026-04-07,Deposit,58103.68,Trust receipt - client funds,False,Germany
TXN-101943,CUST-10329,MTR-10329-2,Residential Conveyancing,2026-04-07,Withdrawal,25181.9,Trust disbursement - settlement,False,Germany
TXN-100581,CUST-10094,MTR-10094-1,Nominee Shareholder Arrangement,2026-04-07,Withdrawal,6423.64,Trust disbursement - settlement,False,United Kingdom
TXN-100328,CUST-10053,MTR-10053-5,Estate Administration,2026-04-07,Withdrawal,854279.72,Trust disbursement - settlement,False,United States
TXN-102376,CUST-10402,MTR-10402-4,Commercial Conveyancing,2026-04-08,Withdrawal,98438.43,Trust disbursement - settlement,False,Cambodia
TXN-101385,CUST-10227,MTR-10227-4,Residential Conveyancing,2026-04-08,Withdrawal,15707.63,Trust disbursement - settlement,False,Germany
TXN-100817,CUST-10135,MTR-10135-2,Estate Administration,2026-04-08,Withdrawal,80582.41,Trust disbursement - settlement,False,Singapore
TXN-101722,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-04-08,Withdrawal,2810.37,Trust disbursement - settlement,False,Japan
TXN-100912,CUST-10149,MTR-10149-2,Residential Conveyancing,2026-04-08,Deposit,844348.18,Trust receipt - client funds,False,United States
TXN-100020,CUST-10003,MTR-10003-8,Business Sale & Purchase,2026-04-08,Withdrawal,376707.99,Trust disbursement - settlement,False,Singapore
TXN-102434,CUST-10412,MTR-10412-5,Estate Administration,2026-04-08,Withdrawal,44447.32,Trust disbursement - settlement,False,United Kingdom
TXN-101867,CUST-10314,MTR-10314-9,Residential Conveyancing,2026-04-08,Withdrawal,226464.67,Trust disbursement - settlement,False,New Zealand
TXN-101363,CUST-10224,MTR-10224-2,Company Formation,2026-04-08,Deposit,1904.44,Trust receipt - client funds,False,Singapore
TXN-100759,CUST-10125,MTR-10125-8,Nominee Shareholder Arrangement,2026-04-09,Deposit,812.93,Trust receipt - client funds,False,Yemen
TXN-100646,CUST-10106,MTR-10106-1,Debt Financing Transaction,2026-04-09,Deposit,81028.44,Trust receipt - client funds,False,Singapore
TXN-102438,CUST-10413,MTR-10413-2,Commercial Conveyancing,2026-04-09,Deposit,607813.03,Trust receipt - client funds,False,Australia
TXN-101996,CUST-10337,MTR-10337-4,Company Formation,2026-04-09,Withdrawal,836.9,Trust disbursement - settlement,False,United Kingdom
TXN-101813,CUST-10304,MTR-10304-6,Trust Establishment,2026-04-09,Withdrawal,8280.34,Trust disbursement - settlement,False,Japan
TXN-102244,CUST-10377,MTR-10377-1,Nominee Director Arrangement,2026-04-09,Deposit,795.68,Trust receipt - client funds,False,Germany
TXN-101723,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-04-09,Withdrawal,7783.59,Trust disbursement - settlement,False,Japan
TXN-101368,CUST-10225,MTR-10225-3,Company Formation,2026-04-09,Deposit,1232.79,Trust receipt - client funds,False,United Kingdom
TXN-101102,CUST-10180,MTR-10180-4,Estate Administration,2026-04-10,Withdrawal,62378.3,Trust disbursement - settlement,False,United Kingdom
TXN-100998,CUST-10162,MTR-10162-2,Estate Administration,2026-04-10,Withdrawal,13232.29,Trust disbursement - settlement,False,Singapore
TXN-101872,CUST-10315,MTR-10315-8,Nominee Director Arrangement,2026-04-10,Withdrawal,771.0,Trust disbursement - settlement,False,Australia
TXN-101560,CUST-10261,MTR-10261-7,Residential Conveyancing,2026-04-10,Deposit,44967.81,Trust receipt - client funds,False,New Zealand
TXN-100884,CUST-10145,MTR-10145-3,Debt Financing Transaction,2026-04-10,Deposit,100045.35,Trust receipt - client funds,False,Japan
TXN-101021,CUST-10165,MTR-10165-3,Nominee Director Arrangement,2026-04-11,Deposit,5597.64,Trust receipt - client funds,False,Canada
TXN-100311,CUST-10050,MTR-10050-1,Commercial Conveyancing,2026-04-11,Withdrawal,228996.87,Trust disbursement - settlement,False,Panama
TXN-100493,CUST-10081,MTR-10081-6,Nominee Director Arrangement,2026-04-11,Deposit,4579.32,Trust receipt - client funds,False,United Kingdom
TXN-100837,CUST-10138,MTR-10138-8,Residential Conveyancing,2026-04-11,Deposit,21123.19,Trust receipt - client funds,False,Canada
TXN-101470,CUST-10243,MTR-10243-7,Business Sale & Purchase,2026-04-11,Withdrawal,31465.13,Trust disbursement - settlement,False,Australia
TXN-100833,CUST-10137,MTR-10137-8,Estate Administration,2026-04-11,Deposit,522040.78,Trust receipt - client funds,False,Panama
TXN-101600,CUST-10269,MTR-10269-1,Residential Conveyancing,2026-04-11,Withdrawal,67654.62,Trust disbursement - settlement,False,Australia
TXN-100660,CUST-10109,MTR-10109-8,Estate Administration,2026-04-11,Withdrawal,9426.73,Trust disbursement - settlement,False,Canada
TXN-100050,CUST-10008,MTR-10008-6,Nominee Shareholder Arrangement,2026-04-11,Deposit,781.81,Trust receipt - client funds,False,Australia
TXN-101071,CUST-10173,MTR-10173-8,Debt Financing Transaction,2026-04-11,Deposit,112184.12,Trust receipt - client funds,False,United States
TXN-101026,CUST-10166,MTR-10166-2,Trust Establishment,2026-04-11,Deposit,36719.16,Trust receipt - client funds,False,Canada
TXN-100653,CUST-10108,MTR-10108-4,Trust Establishment,2026-04-11,Deposit,15127.26,Trust receipt - client funds,False,Germany
TXN-100972,CUST-10159,MTR-10159-3,Residential Conveyancing,2026-04-11,Withdrawal,589185.7,Trust disbursement - settlement,False,New Zealand
TXN-100413,CUST-10069,MTR-10069-1,Residential Conveyancing,2026-04-12,Deposit,40036.1,Trust receipt - client funds,False,Cambodia
TXN-102145,CUST-10361,MTR-10361-4,Estate Administration,2026-04-12,Deposit,18175.86,Trust receipt - client funds,False,Australia
TXN-101326,CUST-10218,MTR-10218-8,Trust Establishment,2026-04-12,Deposit,11271.0,Trust receipt - client funds,False,Cyprus
TXN-102336,CUST-10393,MTR-10393-9,Trust Establishment,2026-04-12,Deposit,2598.84,Trust receipt - client funds,False,Singapore
TXN-101240,CUST-10204,MTR-10204-2,Estate Administration,2026-04-12,Deposit,168897.6,Trust receipt - client funds,False,Cambodia
TXN-101900,CUST-10320,MTR-10320-5,Residential Conveyancing,2026-04-13,Withdrawal,98170.13,Trust disbursement - settlement,False,Singapore
TXN-100437,CUST-10072,MTR-10072-5,Nominee Shareholder Arrangement,2026-04-13,Withdrawal,7661.4,Trust disbursement - settlement,False,United Kingdom
TXN-101572,CUST-10263,MTR-10263-5,Residential Conveyancing,2026-04-13,Withdrawal,521905.65,Trust disbursement - settlement,False,United Arab Emirates
TXN-101954,CUST-10331,MTR-10331-1,Company Formation,2026-04-13,Deposit,3663.69,Trust receipt - client funds,False,New Zealand
TXN-101338,CUST-10220,MTR-10220-9,Nominee Director Arrangement,2026-04-13,Withdrawal,1872.99,Trust disbursement - settlement,False,United Kingdom
TXN-100329,CUST-10053,MTR-10053-5,Estate Administration,2026-04-14,Deposit,26666.48,Trust receipt - client funds,False,United States
TXN-101758,CUST-10295,MTR-10295-6,Nominee Director Arrangement,2026-04-14,Deposit,1809.92,Trust receipt - client funds,False,United States
TXN-101408,CUST-10231,MTR-10231-8,Company Formation,2026-04-14,Withdrawal,1783.6,Trust disbursement - settlement,False,Singapore
TXN-100731,CUST-10120,MTR-10120-7,Nominee Shareholder Arrangement,2026-04-14,Deposit,3182.59,Trust receipt - client funds,False,Singapore
TXN-101993,CUST-10336,MTR-10336-1,Debt Financing Transaction,2026-04-14,Withdrawal,449328.27,Trust disbursement - settlement,False,Canada
TXN-100257,CUST-10041,MTR-10041-4,Nominee Shareholder Arrangement,2026-04-15,Withdrawal,4057.38,Trust disbursement - settlement,False,United States
TXN-100995,CUST-10162,MTR-10162-2,Estate Administration,2026-04-15,Withdrawal,509031.33,Trust disbursement - settlement,False,Singapore
TXN-101871,CUST-10315,MTR-10315-8,Nominee Director Arrangement,2026-04-15,Deposit,7837.14,Trust receipt - client funds,False,Australia
TXN-101659,CUST-10278,MTR-10278-8,Commercial Conveyancing,2026-04-16,Withdrawal,475526.49,Trust disbursement - settlement,False,Singapore
TXN-100722,CUST-10118,MTR-10118-8,Residential Conveyancing,2026-04-16,Deposit,23093.06,Trust receipt - client funds,False,Canada
TXN-101502,CUST-10249,MTR-10249-1,Residential Conveyancing,2026-04-16,Withdrawal,174453.97,Trust disbursement - settlement,False,Cyprus
TXN-100599,CUST-10098,MTR-10098-7,Nominee Director Arrangement,2026-04-17,Deposit,1236.14,Trust receipt - client funds,False,Japan
TXN-101577,CUST-10264,MTR-10264-5,Commercial Conveyancing,2026-04-17,Deposit,1805612.58,Trust receipt - client funds,False,New Zealand
TXN-100944,CUST-10154,MTR-10154-1,Nominee Director Arrangement,2026-04-17,Withdrawal,6714.55,Trust disbursement - settlement,False,Australia
TXN-102006,CUST-10338,MTR-10338-7,Nominee Shareholder Arrangement,2026-04-18,Withdrawal,817.12,Trust disbursement - settlement,False,Japan
TXN-100961,CUST-10157,MTR-10157-6,Nominee Director Arrangement,2026-04-18,Withdrawal,4677.1,Trust disbursement - settlement,False,Australia
TXN-100174,CUST-10028,MTR-10028-8,Nominee Shareholder Arrangement,2026-04-18,Deposit,1210.75,Trust receipt - client funds,False,United States
TXN-102327,CUST-10392,MTR-10392-2,Commercial Conveyancing,2026-04-18,Deposit,1084206.96,Trust receipt - client funds,False,Australia
TXN-101582,CUST-10265,MTR-10265-4,Residential Conveyancing,2026-04-18,Withdrawal,479167.33,Trust disbursement - settlement,False,Singapore
TXN-102045,CUST-10345,MTR-10345-5,Company Formation,2026-04-18,Deposit,2917.08,Trust receipt - client funds,False,United Kingdom
TXN-101540,CUST-10257,MTR-10257-9,Company Formation,2026-04-18,Deposit,4746.33,Trust receipt - client funds,False,United States
TXN-101752,CUST-10294,MTR-10294-3,Nominee Director Arrangement,2026-04-18,Deposit,1297.59,Trust receipt - client funds,False,United States
TXN-101528,CUST-10254,MTR-10254-9,Nominee Director Arrangement,2026-04-18,Deposit,602.02,Trust receipt - client funds,False,Australia
TXN-100347,CUST-10055,MTR-10055-8,Nominee Director Arrangement,2026-04-18,Deposit,6055.72,Trust receipt - client funds,False,United States
TXN-102442,CUST-10413,MTR-10413-2,Commercial Conveyancing,2026-04-19,Withdrawal,1687080.76,Trust disbursement - settlement,False,Australia
TXN-101506,CUST-10250,MTR-10250-4,Estate Administration,2026-04-19,Deposit,90132.75,Trust receipt - client funds,False,New Zealand
TXN-101354,CUST-10223,MTR-10223-5,Nominee Director Arrangement,2026-04-19,Withdrawal,3777.36,Trust disbursement - settlement,False,Japan
TXN-101918,CUST-10323,MTR-10323-3,Company Formation,2026-04-19,Withdrawal,1260.9,Trust disbursement - settlement,False,Japan
TXN-101389,CUST-10228,MTR-10228-6,Commercial Conveyancing,2026-04-19,Deposit,1132651.52,Trust receipt - client funds,False,Germany
TXN-102192,CUST-10367,MTR-10367-5,Debt Financing Transaction,2026-04-19,Deposit,249049.85,Trust receipt - client funds,False,Canada
TXN-101361,CUST-10224,MTR-10224-2,Company Formation,2026-04-20,Deposit,14247.06,Trust receipt - client funds,False,Singapore
TXN-102282,CUST-10386,MTR-10386-6,Debt Financing Transaction,2026-04-20,Withdrawal,167566.22,Trust disbursement - settlement,False,United States
TXN-101040,CUST-10168,MTR-10168-8,Commercial Conveyancing,2026-04-20,Withdrawal,727268.16,Trust disbursement - settlement,False,Canada
TXN-101419,CUST-10233,MTR-10233-4,Commercial Conveyancing,2026-04-20,Deposit,170626.18,Trust receipt - client funds,False,Canada
TXN-101405,CUST-10231,MTR-10231-8,Company Formation,2026-04-20,Withdrawal,5145.81,Trust disbursement - settlement,False,Singapore
TXN-100253,CUST-10040,MTR-10040-8,Nominee Shareholder Arrangement,2026-04-21,Withdrawal,1349.71,Trust disbursement - settlement,False,Singapore
TXN-100265,CUST-10042,MTR-10042-4,Company Formation,2026-04-21,Deposit,11685.63,Trust receipt - client funds,False,New Zealand
TXN-100296,CUST-10048,MTR-10048-5,Debt Financing Transaction,2026-04-22,Deposit,201095.28,Trust receipt - client funds,False,United States
TXN-101739,CUST-10292,MTR-10292-4,Company Formation,2026-04-22,Deposit,1965.05,Trust receipt - client funds,False,Germany
TXN-101765,CUST-10297,MTR-10297-4,Nominee Director Arrangement,2026-04-22,Deposit,1310.46,Trust receipt - client funds,False,Singapore
TXN-100241,CUST-10038,MTR-10038-6,Trust Establishment,2026-04-23,Withdrawal,38165.91,Trust disbursement - settlement,False,New Zealand
TXN-100523,CUST-10085,MTR-10085-2,Debt Financing Transaction,2026-04-23,Deposit,1272667.48,Trust receipt - client funds,False,Australia
TXN-102024,CUST-10341,MTR-10341-3,Debt Financing Transaction,2026-04-23,Deposit,62291.98,Trust receipt - client funds,False,Australia
TXN-101681,CUST-10281,MTR-10281-3,Commercial Conveyancing,2026-04-23,Deposit,152632.76,Trust receipt - client funds,False,Japan
TXN-100939,CUST-10153,MTR-10153-2,Business Sale & Purchase,2026-04-24,Withdrawal,1022640.29,Trust disbursement - settlement,False,Germany
TXN-102344,CUST-10395,MTR-10395-2,Nominee Shareholder Arrangement,2026-04-24,Deposit,2165.39,Trust receipt - client funds,False,United Kingdom
TXN-101997,CUST-10337,MTR-10337-4,Company Formation,2026-04-24,Deposit,2178.84,Trust receipt - client funds,False,United Kingdom
TXN-101067,CUST-10172,MTR-10172-8,Commercial Conveyancing,2026-04-24,Deposit,2881002.54,Trust receipt - client funds,False,Japan
TXN-101726,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-04-24,Deposit,622.33,Trust receipt - client funds,False,Japan
TXN-102368,CUST-10400,MTR-10400-7,Nominee Director Arrangement,2026-04-24,Deposit,1736.66,Trust receipt - client funds,False,Canada
TXN-100211,CUST-10034,MTR-10034-9,Debt Financing Transaction,2026-04-24,Deposit,52138.58,Trust receipt - client funds,False,New Zealand
TXN-100739,CUST-10121,MTR-10121-7,Company Formation,2026-04-25,Deposit,3210.02,Trust receipt - client funds,False,Germany
TXN-100073,CUST-10012,MTR-10012-3,Estate Administration,2026-04-25,Deposit,33761.46,Trust receipt - client funds,False,United Kingdom
TXN-100455,CUST-10076,MTR-10076-3,Debt Financing Transaction,2026-04-25,Deposit,60444.56,Trust receipt - client funds,False,Australia
TXN-102194,CUST-10367,MTR-10367-5,Debt Financing Transaction,2026-04-25,Deposit,178528.55,Trust receipt - client funds,False,Canada
TXN-100554,CUST-10089,MTR-10089-9,Nominee Shareholder Arrangement,2026-04-26,Deposit,664.36,Trust receipt - client funds,False,Cyprus
TXN-101711,CUST-10288,MTR-10288-8,Company Formation,2026-04-26,Deposit,11787.71,Trust receipt - client funds,False,United Kingdom
TXN-101905,CUST-10321,MTR-10321-1,Debt Financing Transaction,2026-04-26,Withdrawal,1334808.92,Trust disbursement - settlement,False,Canada
TXN-102289,CUST-10387,MTR-10387-3,Commercial Conveyancing,2026-04-26,Deposit,2375288.67,Trust receipt - client funds,False,Japan
TXN-100392,CUST-10062,MTR-10062-9,Company Formation,2026-04-26,Deposit,3602.21,Trust receipt - client funds,False,Canada
TXN-102154,CUST-10362,MTR-10362-7,Business Sale & Purchase,2026-04-26,Withdrawal,1234319.82,Trust disbursement - settlement,False,United Kingdom
TXN-101779,CUST-10298,MTR-10298-7,Nominee Shareholder Arrangement,2026-04-26,Withdrawal,1437.9,Trust disbursement - settlement,False,Germany
TXN-100822,CUST-10136,MTR-10136-3,Commercial Conveyancing,2026-04-26,Withdrawal,484486.39,Trust disbursement - settlement,False,Singapore
TXN-100019,CUST-10003,MTR-10003-8,Business Sale & Purchase,2026-04-26,Deposit,72125.69,Trust receipt - client funds,False,Singapore
TXN-100247,CUST-10039,MTR-10039-3,Nominee Shareholder Arrangement,2026-04-26,Deposit,7925.75,Trust receipt - client funds,False,New Zealand
TXN-101387,CUST-10227,MTR-10227-4,Residential Conveyancing,2026-04-26,Withdrawal,753823.88,Trust disbursement - settlement,False,Germany
TXN-101920,CUST-10324,MTR-10324-2,Trust Establishment,2026-04-26,Deposit,3298.49,Trust receipt - client funds,False,Yemen
TXN-101740,CUST-10292,MTR-10292-4,Company Formation,2026-04-27,Withdrawal,10130.06,Trust disbursement - settlement,False,Germany
TXN-101611,CUST-10270,MTR-10270-8,Residential Conveyancing,2026-04-27,Deposit,348428.27,Trust receipt - client funds,False,Cyprus
TXN-100952,CUST-10155,MTR-10155-1,Nominee Shareholder Arrangement,2026-04-27,Withdrawal,933.85,Trust disbursement - settlement,False,Singapore
TXN-101552,CUST-10259,MTR-10259-1,Debt Financing Transaction,2026-04-27,Deposit,1328636.8,Trust receipt - client funds,False,Singapore
TXN-101551,CUST-10259,MTR-10259-1,Debt Financing Transaction,2026-04-27,Deposit,558380.05,Trust receipt - client funds,False,Singapore
TXN-100032,CUST-10005,MTR-10005-9,Debt Financing Transaction,2026-04-27,Deposit,1012483.92,Trust receipt - client funds,False,New Zealand
TXN-100443,CUST-10074,MTR-10074-3,Nominee Director Arrangement,2026-04-27,Withdrawal,5639.47,Trust disbursement - settlement,False,Germany
TXN-101951,CUST-10330,MTR-10330-9,Trust Establishment,2026-04-27,Withdrawal,5125.86,Trust disbursement - settlement,False,Singapore
TXN-100209,CUST-10033,MTR-10033-3,Business Sale & Purchase,2026-04-28,Withdrawal,546462.51,Trust disbursement - settlement,False,New Zealand
TXN-102104,CUST-10355,MTR-10355-4,Business Sale & Purchase,2026-04-28,Deposit,68689.31,Trust receipt - client funds,False,Japan
TXN-102131,CUST-10359,MTR-10359-7,Trust Establishment,2026-04-28,Deposit,1619.63,Trust receipt - client funds,False,Democratic Republic of Congo
TXN-101725,CUST-10290,MTR-10290-7,Nominee Shareholder Arrangement,2026-04-28,Withdrawal,1283.33,Trust disbursement - settlement,False,Japan
TXN-100395,CUST-10063,MTR-10063-7,Nominee Director Arrangement,2026-04-28,Withdrawal,1578.44,Trust disbursement - settlement,False,United States
TXN-102225,CUST-10374,MTR-10374-4,Commercial Conveyancing,2026-04-28,Deposit,2694626.62,Trust receipt - client funds,False,Germany
TXN-101017,CUST-10164,MTR-10164-6,Business Sale & Purchase,2026-04-28,Deposit,347601.21,Trust receipt - client funds,False,Singapore
TXN-100103,CUST-10018,MTR-10018-5,Nominee Director Arrangement,2026-04-29,Deposit,648.28,Trust receipt - client funds,False,Japan
TXN-100761,CUST-10125,MTR-10125-8,Nominee Shareholder Arrangement,2026-04-29,Deposit,872.81,Trust receipt - client funds,False,Yemen
TXN-102218,CUST-10372,MTR-10372-5,Company Formation,2026-04-29,Deposit,8101.01,Trust receipt - client funds,False,Japan
TXN-100492,CUST-10081,MTR-10081-6,Nominee Director Arrangement,2026-04-29,Withdrawal,6756.48,Trust disbursement - settlement,False,United Kingdom
TXN-101127,CUST-10184,MTR-10184-9,Trust Establishment,2026-04-30,Deposit,1120.97,Trust receipt - client funds,False,Australia
TXN-101733,CUST-10291,MTR-10291-2,Commercial Conveyancing,2026-04-30,Deposit,2844503.2,Trust receipt - client funds,False,New Zealand
TXN-101279,CUST-10211,MTR-10211-9,Trust Establishment,2026-05-01,Deposit,19928.24,Trust receipt - client funds,False,United Kingdom
TXN-101182,CUST-10193,MTR-10193-4,Nominee Shareholder Arrangement,2026-05-01,Withdrawal,4038.2,Trust disbursement - settlement,False,United States
TXN-101379,CUST-10226,MTR-10226-3,Trust Establishment,2026-05-01,Withdrawal,3574.86,Trust disbursement - settlement,False,Panama
TXN-102168,CUST-10364,MTR-10364-1,Trust Establishment,2026-05-01,Withdrawal,13082.01,Trust disbursement - settlement,False,Cambodia
TXN-100440,CUST-10073,MTR-10073-5,Estate Administration,2026-05-01,Withdrawal,99809.47,Trust disbursement - settlement,False,United Kingdom
TXN-102302,CUST-10388,MTR-10388-2,Trust Establishment,2026-05-01,Deposit,12005.99,Trust receipt - client funds,False,United States
TXN-100402,CUST-10065,MTR-10065-8,Business Sale & Purchase,2026-05-01,Withdrawal,159939.64,Trust disbursement - settlement,False,Germany
TXN-102323,CUST-10391,MTR-10391-5,Nominee Shareholder Arrangement,2026-05-02,Withdrawal,1857.99,Trust disbursement - settlement,False,Cambodia
TXN-100335,CUST-10054,MTR-10054-1,Business Sale & Purchase,2026-05-02,Withdrawal,262687.91,Trust disbursement - settlement,False,Singapore
TXN-101987,CUST-10336,MTR-10336-1,Debt Financing Transaction,2026-05-03,Deposit,212111.84,Trust receipt - client funds,False,Canada
TXN-100070,CUST-10011,MTR-10011-5,Commercial Conveyancing,2026-05-03,Withdrawal,193589.82,Trust disbursement - settlement,False,United States
TXN-102361,CUST-10398,MTR-10398-5,Nominee Director Arrangement,2026-05-03,Withdrawal,5097.85,Trust disbursement - settlement,False,Canada
